600,55,1,1,0,0,1,1,0,347,1,0,0,1,0,0,10
2100,55,1,0,2,1,1,3,0,540,1,3,0,1,3,0,83
900,55,2,0,1,1,2,4,0,1285,1,0,0,1,0,0,21
3000,15,2,0,1,0,1,2,0,483,2,3,0,2,3,0,429
300,35,1,1,1,0,0,5,0,920,0,1,0,0,1,0,6
2400,55,1,1,0,0,1,6,0,558,1,4,0,0,4,0,78
1500,55,3,0,1,1,0,6,0,511,0,3,0,0,3,0,38
600,25,4,0,0,0,1,0,0,621,0,3,0,0,3,0,26
3000,55,1,0,1,0,0,1,0,960,0,4,0,0,4,0,100
2700,25,2,0,3,0,1,0,0,882,0,2,0,0,2,0,143
1800,15,3,1,0,1,0,5,0,516,1,3,0,1,3,0,190
2700,25,2,0,1,0,1,6,0,803,1,1,0,1,1,0,135
2400,15,2,1,0,1,4,0,0,384,0,0,0,0,0,0,158
2700,15,2,0,1,0,1,6,0,154,0,0,0,0,0,0,141
2100,55,7,0,0,2,1,6,0,1006,2,1,0,2,1,0,66
3000,25,1,0,0,0,1,5,0,1387,0,0,0,0,0,0,85
300,45,2,1,0,1,1,5,0,1425,0,1,0,0,1,0,5
300,25,1,1,0,1,1,6,0,845,0,1,0,0,0,0,10
3000,35,6,0,1,3,0,0,0,556,0,2,0,0,2,0,107
3000,35,1,1,1,1,4,3,0,290,0,0,0,0,0,0,89
2100,15,3,1,0,1,0,1,0,920,0,0,0,0,0,0,118
300,15,2,1,0,1,1,6,0,662,0,3,0,0,3,0,27
1200,15,5,1,0,0,2,4,0,879,1,0,0,1,0,0,86
2100,25,2,1,2,1,1,0,0,501,0,3,0,0,3,0,131
2100,15,2,1,1,0,2,0,0,933,0,4,0,0,4,0,228
300,35,5,1,0,1,0,5,0,575,0,1,0,0,1,0,6
2700,25,3,0,1,0,1,0,0,863,0,0,0,0,0,0,84
600,45,3,1,1,0,0,3,0,1321,1,1,0,1,1,0,14
2400,25,2,0,0,1,5,3,0,799,0,3,0,0,3,0,163
2100,45,1,0,3,0,3,2,0,789,3,0,0,3,0,0,91
300,25,1,1,1,0,0,4,0,857,0,0,0,0,0,0,8
300,35,1,1,1,0,1,0,0,787,1,1,0,1,1,0,9
2700,35,2,0,1,0,1,4,0,364,1,0,0,1,0,0,86
600,25,2,1,0,1,2,6,0,552,2,3,0,2,3,0,50
300,15,1,0,1,0,1,0,0,474,0,3,0,0,2,0,28
900,25,4,0,0,3,0,4,0,656,1,1,0,1,1,0,54
600,25,1,0,0,1,1,4,0,661,0,1,0,0,1,0,27
3000,15,1,0,2,1,0,3,0,898,0,1,0,0,1,0,252
900,25,1,0,0,0,2,3,0,782,0,1,0,0,1,0,36
2400,15,1,0,1,2,2,4,0,823,0,2,0,0,2,0,273
2400,35,1,0,2,0,1,6,0,273,1,1,0,1,1,0,99
1800,45,1,1,3,3,0,1,0,1338,0,0,0,0,0,0,55
1200,15,1,0,0,1,1,1,1,1036,0,2,1,0,2,0,383
3000,45,1,0,2,2,3,4,0,1001,1,2,0,1,3,0,151
300,15,2,0,0,1,0,2,0,480,3,1,0,3,1,0,38
300,55,2,0,0,1,0,3,0,584,1,1,0,1,1,0,5
600,35,1,0,0,0,2,1,0,523,0,2,0,0,2,0,21
600,45,2,1,1,1,0,5,0,1240,0,1,0,0,0,0,12
2400,15,1,1,0,0,1,5,0,506,3,2,0,3,2,0,343
1200,45,3,0,0,0,0,3,0,667,1,1,0,1,1,0,27
300,35,1,0,0,1,1,1,0,868,1,2,0,0,2,0,11
1200,55,1,0,0,0,1,0,0,773,0,1,0,0,1,0,20
900,55,3,0,1,0,0,6,0,798,1,1,0,1,1,0,17
300,45,3,0,1,0,1,0,0,946,0,0,0,0,0,0,4
3000,55,4,0,0,0,2,5,0,566,1,3,0,1,3,0,81
300,15,2,1,0,0,1,2,1,514,3,4,0,3,4,0,48
300,25,1,0,1,0,1,3,0,947,1,3,0,1,2,0,21
2700,25,1,0,0,2,0,2,0,1217,0,0,0,0,0,0,110
1200,45,3,1,2,1,0,4,0,456,1,2,0,1,1,0,35
600,55,2,1,1,1,1,1,0,630,0,0,0,0,0,0,9
2400,55,1,0,2,2,1,5,0,435,2,3,0,2,3,0,114
2400,35,5,0,1,1,1,0,0,1036,1,3,0,1,3,0,106
1200,45,1,0,0,1,1,5,0,860,5,2,0,5,2,0,82
2100,45,4,0,0,1,0,4,0,908,5,2,0,5,2,0,122
1800,55,2,1,1,1,1,0,0,387,1,0,0,1,0,0,41
1500,15,2,0,2,0,1,0,0,1144,1,0,0,1,0,0,119
1800,55,2,0,2,0,1,5,0,1378,0,0,0,0,0,0,27
3000,15,2,1,0,2,2,2,0,1078,0,2,0,0,2,0,272
300,15,6,0,1,0,1,6,0,420,0,3,0,0,3,0,17
1500,15,2,0,0,0,1,5,0,336,0,0,0,0,0,0,72
1500,45,2,0,2,0,0,4,0,1209,0,1,0,0,0,0,26
3000,55,1,1,2,0,0,3,0,1048,1,2,0,1,2,0,85
2100,45,3,0,0,1,1,1,0,920,2,1,0,2,1,0,71
600,45,1,0,0,2,2,3,0,1346,2,0,0,2,0,0,23
600,35,1,1,1,1,1,5,0,230,1,0,0,1,0,0,20
300,55,1,1,0,0,1,6,0,666,0,2,0,0,2,0,4
3000,15,2,0,2,0,1,5,0,559,0,2,0,1,2,0,286
900,55,1,1,1,1,0,5,0,1014,1,3,0,1,4,0,33
2700,35,2,0,1,0,2,2,0,915,0,1,0,0,1,0,73
3000,45,3,1,1,0,0,5,0,1072,2,1,0,2,1,0,94
1800,45,1,1,0,0,1,0,0,675,0,1,0,0,1,0,33
300,15,1,1,1,0,1,1,0,1403,0,0,0,0,0,0,14
2100,25,2,1,5,1,0,0,0,826,1,1,0,1,1,0,128
2400,55,1,1,1,1,1,6,0,415,0,3,0,0,3,0,69
1800,45,3,1,2,0,2,4,0,1186,0,3,0,0,4,0,56
300,15,4,0,0,1,1,0,0,596,3,1,0,3,0,0,36
300,25,5,0,1,0,0,5,0,459,1,1,0,1,1,0,12
2700,25,1,0,1,0,0,5,0,889,5,0,0,5,0,0,263
300,45,1,1,1,0,1,4,0,1065,1,2,0,1,2,0,9
2400,45,2,1,0,0,1,3,0,504,4,3,0,4,3,0,138
1200,45,2,0,0,3,1,2,0,430,3,3,0,3,3,0,77
3000,45,3,1,0,1,2,3,0,378,1,1,0,1,1,0,83
600,35,2,0,2,0,0,4,0,935,3,2,0,3,2,0,36
1200,15,1,1,0,0,1,5,0,909,2,1,0,2,1,0,121
1500,45,2,1,0,2,1,0,0,444,1,1,0,1,1,0,45
1800,15,2,1,0,1,1,6,0,863,1,3,0,0,3,0,190
2100,35,1,0,0,0,1,3,0,877,1,2,0,1,2,0,94
1500,45,1,1,2,0,1,0,0,925,1,2,0,1,2,0,51
1500,15,1,1,0,2,1,6,0,795,0,2,0,0,2,0,146
2100,55,2,0,0,2,1,3,0,638,3,1,0,3,0,0,79
1200,15,3,1,0,0,1,6,0,975,0,2,0,0,2,0,67
300,25,1,0,0,0,0,3,0,291,2,0,0,2,0,0,16
2400,35,1,0,1,0,0,1,0,1012,0,2,0,0,2,0,87
900,15,1,0,0,0,2,3,0,648,0,2,0,0,2,0,76
2400,55,1,1,3,2,1,4,0,904,1,2,0,1,2,0,85
300,55,1,0,1,0,0,6,0,837,2,1,0,2,1,0,7
1500,25,1,1,0,1,0,3,0,948,2,4,0,2,4,0,146
1200,45,2,0,2,1,1,5,0,781,1,3,0,1,3,0,54
1200,45,1,1,1,0,0,3,0,508,0,2,0,0,2,0,30
300,55,3,1,1,0,1,1,0,931,2,2,0,2,2,0,7
2100,25,3,1,1,0,2,5,0,1083,0,2,0,0,2,0,79
900,25,2,1,3,0,0,0,0,891,0,2,0,0,2,0,40
1200,45,1,0,1,1,1,0,0,483,0,3,0,0,3,0,46
3000,55,2,1,0,1,0,5,0,1090,1,2,0,1,2,0,79
3000,15,1,0,1,1,3,0,0,861,1,1,0,1,1,0,327
1200,15,2,1,1,1,1,3,0,1184,2,1,0,2,0,0,129
1800,55,3,0,0,0,2,1,0,332,2,1,0,2,1,0,46
900,55,3,0,1,1,1,6,0,848,0,2,0,0,2,0,19
2400,25,3,0,1,0,0,6,0,493,0,4,0,0,4,0,150
900,15,1,0,1,0,2,6,0,541,2,2,0,2,2,0,120
600,15,1,0,0,2,0,6,0,884,1,2,0,1,2,0,75
600,15,2,0,0,0,2,3,1,1184,0,0,0,0,0,0,29
1500,25,1,0,2,0,2,4,0,977,1,2,0,1,2,0,104
1500,45,2,1,2,0,0,6,0,675,1,3,0,1,4,0,59
900,25,2,0,1,2,1,5,0,1095,1,3,0,1,3,0,75
900,55,2,0,0,1,1,6,0,1180,1,0,0,1,0,0,19
1500,35,2,0,0,1,0,4,0,441,0,3,0,0,3,0,65
1500,45,1,1,1,0,1,4,0,824,1,1,0,1,1,0,40
1200,25,1,1,2,1,0,5,0,987,0,3,0,0,3,0,78
900,55,4,0,2,0,0,1,0,1028,1,2,0,1,2,0,21
900,15,1,1,0,3,1,0,0,1236,5,1,0,5,0,0,172
2400,15,1,0,3,2,1,5,0,790,1,0,0,1,0,0,257
1800,15,1,1,1,0,1,4,0,1224,0,0,0,0,0,0,93
2100,45,1,1,2,0,2,5,0,962,2,2,0,2,2,0,89
3000,15,1,1,0,1,2,4,0,328,0,0,0,0,0,0,183
2400,35,2,1,0,1,0,6,0,704,0,1,0,0,1,0,57
300,35,2,0,1,0,0,0,0,942,1,1,0,1,2,0,10
1200,25,2,0,1,1,0,2,0,529,1,4,0,1,4,0,104
1500,15,1,0,1,0,1,3,0,1057,2,2,0,2,1,0,187
1800,55,3,0,3,0,2,2,0,1143,1,0,0,1,0,1,152
1200,25,1,1,1,3,0,0,0,410,1,2,0,1,2,0,94
3000,25,3,1,1,1,4,0,0,567,0,2,0,0,2,0,141
2100,35,1,0,1,0,3,2,0,1193,1,2,0,1,2,0,102
1500,25,3,1,0,1,0,2,0,618,1,1,0,1,1,0,70
3000,25,1,0,2,1,1,0,0,692,0,1,0,0,1,0,154
3000,45,3,0,1,0,1,4,0,1116,0,0,0,0,0,0,52
3000,25,1,0,1,3,1,6,0,549,1,3,0,1,3,0,292
1500,25,3,0,0,3,2,6,0,924,1,0,0,1,0,0,94
3000,55,1,1,0,3,0,4,0,986,1,1,0,1,1,0,90
2100,45,1,0,2,0,1,0,0,737,1,3,0,1,3,0,91
2700,55,2,1,0,0,2,3,0,1083,0,4,0,0,4,0,75
2100,45,1,1,0,0,1,1,0,326,2,0,0,2,0,0,63
900,25,2,1,0,1,0,3,0,787,0,1,0,0,1,0,30
3000,35,2,0,0,1,1,3,0,663,1,0,0,2,0,0,119
900,45,1,0,2,1,3,2,0,1062,1,2,0,1,2,0,37
600,55,2,1,1,1,0,3,0,449,1,2,0,1,2,0,15
300,25,1,1,0,0,1,5,0,1168,0,0,0,0,0,0,8
1200,45,4,1,0,4,1,0,0,814,0,2,0,0,3,0,40
2100,55,2,0,2,1,1,4,0,443,0,3,0,0,3,0,65
1200,15,1,0,4,0,0,6,0,442,1,2,0,1,2,0,146
1200,55,1,0,0,0,1,0,0,637,0,0,0,0,0,0,14
300,25,1,0,0,1,1,5,0,849,1,2,0,1,2,0,20
1500,55,1,0,2,1,3,6,0,673,1,2,0,1,2,0,52
300,35,2,0,1,0,1,0,0,313,0,0,0,0,0,0,5
2700,45,1,1,4,2,2,0,0,755,0,2,0,0,2,0,104
3000,35,1,1,0,1,0,0,0,680,0,1,0,0,1,0,84
2700,25,2,1,1,2,0,5,0,622,1,2,0,1,2,0,182
600,25,1,1,2,0,0,0,0,661,0,1,0,1,1,0,26
1800,55,2,1,1,1,2,5,0,360,1,0,0,1,0,0,42
2700,35,2,1,0,1,1,6,0,521,1,2,0,1,2,0,114
900,35,2,0,3,0,1,1,0,1141,1,0,0,1,0,0,31
3000,25,2,0,0,1,0,1,1,871,0,2,0,0,2,0,150
600,15,1,0,0,1,1,4,1,494,1,1,0,1,1,0,59
900,45,2,1,0,1,3,0,0,938,1,4,0,1,4,0,40
1200,55,3,1,0,0,1,6,0,590,2,1,0,2,0,0,28
2100,45,1,0,1,1,0,0,0,739,1,1,0,1,1,0,70
1200,25,2,0,0,1,0,1,0,976,0,1,0,0,1,0,46
2100,45,4,1,1,4,0,5,0,976,1,4,0,1,4,0,105
900,25,2,0,1,0,2,6,0,760,1,2,0,1,2,0,55
600,25,3,1,0,1,0,3,0,1109,0,3,0,0,4,0,32
1200,55,2,0,0,1,4,6,0,927,0,2,0,0,2,0,28
2400,55,2,0,0,1,1,1,0,972,4,3,0,4,3,0,124
2100,55,1,1,0,3,0,0,0,560,2,3,0,2,3,0,97
1800,35,1,0,0,4,1,4,0,1287,1,2,0,2,2,0,126
1500,35,2,1,0,4,0,2,0,615,1,2,0,1,1,0,78
1800,15,2,1,1,0,0,6,0,357,0,0,0,0,0,0,89
900,45,5,0,3,0,0,0,0,748,2,1,0,2,1,0,30
2400,15,1,1,0,1,2,5,0,628,4,2,0,4,2,0,430
2700,25,4,0,0,1,0,2,0,433,0,4,0,1,4,0,183
300,15,2,1,1,0,1,4,0,1068,1,2,0,1,2,0,26
300,25,2,0,1,0,1,2,0,576,0,2,0,0,2,0,14
300,25,2,0,1,0,0,1,0,935,1,2,0,1,2,0,17
300,35,1,0,1,0,1,2,0,1399,0,1,0,0,1,0,7
2100,45,1,1,1,0,1,3,0,236,4,0,0,4,0,0,97
900,25,3,1,2,0,0,4,0,1185,0,2,0,1,2,0,39
900,45,2,1,1,1,1,2,0,358,1,0,0,1,0,0,24
300,45,3,1,1,0,1,2,0,980,1,3,0,1,3,0,9
2700,55,1,1,0,0,2,3,0,619,2,4,0,2,4,0,115
1500,35,1,0,1,0,3,2,0,918,1,2,0,1,2,0,74
2400,45,1,0,0,0,3,6,0,820,0,3,0,0,3,0,84
2400,15,2,1,3,1,1,4,0,667,0,1,0,0,1,0,174
600,25,3,0,2,0,1,0,0,492,1,1,0,1,0,0,28
2400,15,2,0,0,5,1,5,0,854,0,0,0,0,0,0,251
1500,45,3,1,0,0,0,4,0,707,1,0,0,1,0,0,33
300,15,1,1,1,0,0,5,0,459,0,2,0,0,2,0,22
2100,55,1,0,2,1,0,4,0,987,4,3,0,4,3,0,121
1500,15,1,0,5,0,1,3,0,1120,3,1,0,3,1,0,235
2700,25,1,1,0,2,1,2,0,505,0,1,0,0,1,0,127
3000,15,5,0,3,1,0,4,0,997,2,3,0,2,3,0,402
2700,35,2,0,2,0,2,1,0,1075,1,4,0,1,4,0,166
2700,15,6,0,3,0,1,5,0,984,0,3,0,0,3,0,190
300,55,1,0,1,0,1,0,0,675,0,1,0,0,1,0,4
300,25,3,1,0,0,1,4,0,464,1,2,0,1,2,0,14
3000,25,4,0,0,0,2,5,0,530,1,4,0,1,4,0,211
1500,55,2,0,1,2,1,2,0,977,2,4,0,2,4,0,73
2100,45,2,0,2,1,2,4,0,514,0,3,0,0,3,0,79
3000,25,6,0,1,0,0,0,0,306,2,0,0,2,0,0,170
600,25,1,0,0,0,0,3,0,724,0,2,0,0,2,0,28
900,35,2,1,1,1,1,1,0,513,0,2,0,0,3,0,34
300,25,2,1,0,1,1,4,0,529,3,3,0,3,3,0,28
300,15,2,0,1,0,1,0,0,921,1,2,0,1,2,0,29
2100,55,2,0,0,0,0,4,0,1106,2,2,0,2,2,0,67
900,15,4,1,1,0,0,0,0,98,1,0,0,1,0,0,64
900,15,2,1,0,1,0,3,0,1023,1,4,0,1,4,0,118
900,55,1,1,1,2,0,4,0,667,1,2,0,1,2,0,29
600,35,2,1,0,0,0,4,0,564,2,4,0,2,4,0,35
900,55,1,1,0,0,0,6,0,925,3,1,0,3,1,0,29
1800,55,1,0,5,0,2,2,0,927,4,2,0,4,2,0,97
1500,55,3,0,1,1,2,6,0,856,3,3,0,3,3,0,67
3000,55,1,1,0,2,0,4,0,1354,1,1,0,1,1,0,81
2700,15,1,0,0,0,1,4,0,518,0,3,0,0,3,0,275
2100,55,1,1,2,1,0,4,0,763,1,2,0,1,2,0,66
2400,25,2,1,1,1,0,5,0,1049,0,2,0,0,2,0,113
600,35,1,0,2,0,2,4,0,1079,0,4,0,0,4,0,32
1800,25,2,1,0,0,0,3,1,888,1,1,0,1,1,0,73
600,25,1,0,1,1,2,2,0,942,2,2,0,2,2,0,52
3000,25,2,1,1,0,2,4,0,443,1,2,0,2,2,0,190
600,25,2,0,1,1,1,1,0,867,0,2,0,0,2,0,32
1200,35,1,0,4,0,1,4,0,1017,1,3,0,1,3,0,72
900,25,1,0,2,1,3,4,0,794,0,0,0,0,0,0,38
900,55,2,0,0,0,0,1,0,751,2,1,0,2,1,0,24
2100,45,2,0,1,1,0,5,0,486,1,4,0,1,4,0,101
300,45,1,0,0,0,1,3,0,1002,1,1,0,1,1,0,7
3000,25,2,1,2,2,0,1,0,312,0,0,0,0,0,0,137
1200,45,1,1,2,1,1,2,0,998,2,3,0,2,3,0,63
1500,25,3,1,1,2,1,5,0,969,1,1,0,1,1,0,86
1500,45,2,0,2,1,0,5,0,991,2,2,0,2,2,0,67
900,55,2,0,0,1,0,0,0,541,1,2,0,1,2,0,25
3000,55,3,0,1,1,2,4,0,971,1,2,0,1,2,0,87
2100,15,1,0,0,0,1,2,0,1145,0,0,0,0,0,0,100
2400,55,5,0,1,1,1,5,0,466,0,4,0,0,4,0,64
2700,15,3,1,2,0,0,5,0,564,1,4,0,1,4,0,329
600,15,1,1,0,2,1,5,0,1077,0,2,0,0,2,0,58
1200,45,2,0,1,2,1,0,0,682,1,1,0,1,1,0,42
2700,15,1,1,0,1,1,3,0,551,1,3,0,1,3,0,341
1800,15,2,1,0,0,0,2,0,1167,1,2,0,2,2,0,174
2400,25,2,0,2,2,1,3,0,438,2,1,0,2,1,0,192
2400,25,2,0,1,1,1,3,0,1028,1,4,0,1,4,0,215
2400,35,1,1,4,0,1,6,0,1070,1,2,0,1,2,0,117
600,15,3,0,0,1,0,3,0,919,1,2,0,1,2,0,58
600,35,1,1,1,0,0,4,0,757,0,2,0,0,2,0,18
1800,35,1,0,1,3,2,2,0,332,2,0,0,2,0,0,103
1800,55,1,1,1,1,0,6,0,505,1,4,0,1,4,0,71
1800,25,4,0,1,0,1,0,0,786,1,1,0,1,1,0,81
2400,25,4,1,0,2,2,1,0,848,2,1,0,2,1,0,169
600,35,1,1,0,2,0,0,0,794,1,2,0,1,2,0,28
2700,25,1,0,2,0,0,3,0,1104,5,1,0,5,1,0,300
2400,45,2,1,0,2,0,2,0,869,5,2,0,5,2,0,158
600,45,1,0,2,0,1,1,0,584,1,2,0,1,2,0,23
2700,55,3,0,0,0,1,5,0,464,0,3,0,1,3,0,69
2100,55,2,1,0,2,1,3,0,518,0,2,0,0,2,0,50
1200,25,1,0,1,3,4,2,0,463,0,3,0,0,3,0,104
900,55,4,1,1,2,1,6,0,473,1,2,0,1,2,0,23
2100,55,2,0,2,0,2,4,0,855,0,2,0,1,2,0,56
300,55,1,0,1,0,0,6,0,329,3,0,0,3,1,0,8
1500,35,1,1,0,0,4,4,0,845,0,1,0,0,1,0,40
3000,35,3,0,1,0,2,1,0,670,4,2,0,4,2,0,209
3000,45,3,1,1,2,1,1,0,801,1,2,0,1,2,0,105
300,25,4,0,1,0,1,2,0,516,1,4,0,1,4,0,21
1800,25,2,1,1,4,2,5,0,1103,0,2,0,0,3,0,137
1800,35,1,0,1,0,1,3,0,931,3,2,0,3,2,0,121
1200,35,1,1,1,3,2,1,0,647,0,2,0,0,2,0,58
3000,15,1,1,1,0,0,4,0,473,0,4,0,0,4,0,340
1500,25,3,1,1,2,0,4,0,1071,3,2,0,3,2,0,132
600,25,4,1,0,2,1,3,0,1118,0,3,0,0,3,0,31
3000,55,1,0,0,0,0,3,0,604,0,1,0,0,2,0,59
1500,15,1,1,1,3,1,6,0,918,0,1,0,0,1,0,142
1800,35,2,1,1,0,3,6,0,592,2,2,0,2,2,0,92
2400,25,2,0,1,0,0,5,0,488,0,3,0,0,3,0,137
1500,25,1,0,1,4,3,4,0,574,1,0,0,1,0,0,110
1500,35,1,1,0,1,0,0,0,1169,1,1,0,1,1,0,56
2400,55,2,1,0,0,1,1,0,464,2,3,0,2,3,0,82
1500,25,3,0,1,1,2,6,0,466,2,3,0,2,4,0,138
3000,45,1,1,2,1,1,0,0,546,1,4,0,1,4,0,153
2700,45,1,0,1,1,2,6,0,505,0,0,0,0,0,0,58
2700,55,2,1,1,1,2,2,0,1094,2,1,0,2,1,0,80
1200,45,5,1,2,0,0,2,0,813,0,1,0,0,1,0,21
1200,25,2,0,0,0,0,4,0,749,1,0,0,1,0,0,48
2700,25,2,0,1,2,1,4,0,525,1,0,0,1,0,0,157
1800,45,2,1,2,0,0,0,0,634,1,1,0,1,1,0,45
900,25,1,1,0,3,0,4,0,542,0,1,0,0,1,0,46
3000,55,6,0,0,0,3,0,0,899,0,3,0,0,3,0,50
300,35,1,0,1,0,1,4,0,425,2,3,0,2,3,0,16
2700,15,2,1,2,0,0,0,0,361,0,0,0,0,0,0,146
600,35,2,0,1,1,1,6,0,824,1,2,0,1,2,0,27
2100,15,3,1,1,1,3,5,0,473,0,3,0,0,3,0,199
2400,15,2,0,4,3,2,5,0,622,1,0,0,1,0,0,300
300,35,3,0,0,1,1,3,0,293,1,0,0,1,0,0,9
1200,15,2,1,1,0,0,1,0,770,1,1,0,1,1,0,86
900,35,7,0,1,0,1,2,0,711,1,1,0,1,1,0,28
1200,45,3,1,0,1,3,5,0,926,0,3,0,0,3,0,36
300,55,2,1,1,0,1,5,0,804,1,3,0,1,3,0,7
900,45,3,1,2,1,0,5,0,1071,2,3,0,2,3,0,39
600,55,2,0,1,1,0,2,1,1084,1,2,0,1,2,0,17
2700,35,2,1,1,3,0,5,0,500,1,1,0,1,2,0,132
1500,25,1,0,0,3,1,2,0,961,0,4,0,0,4,0,136
1800,55,1,1,2,0,1,4,0,505,2,3,0,2,3,0,71
2400,25,1,1,0,3,0,6,0,677,0,0,0,0,0,0,113
3000,35,2,0,1,1,2,1,0,1199,5,0,0,5,0,0,229
1200,45,3,1,0,0,1,0,0,1020,5,3,0,5,3,0,74
1500,55,2,0,1,0,0,4,0,890,3,1,0,3,1,0,50
