"lengthFeet","speedLimit","numLanes","dividedTraffic","trafficLights","stopSigns","pedCrossings","dayOfWeek","holiday","timeOfDayMinutes","cloudWeather","cloudTraffic","cloudEvent","localWeather","localTraffic","localEvent","actualTravelTimeSeconds"
2100,45,2,0,1,0,1,1,0,1187,1,1,0,1,1,0,57
1500,15,3,0,2,1,1,0,0,488,1,2,0,1,1,0,150
1500,15,2,0,2,0,2,0,0,1071,0,3,0,0,3,0,157
1200,45,2,0,1,0,3,6,0,898,0,2,0,0,2,0,33
1500,55,2,0,1,1,1,2,0,1024,1,4,0,1,4,0,59
2700,55,3,0,0,1,2,4,0,741,2,1,0,2,1,0,77
2700,55,1,1,0,2,0,4,0,978,1,3,0,1,2,0,92
600,35,1,0,1,1,1,4,0,387,0,0,0,0,0,0,15
900,15,1,0,1,1,2,0,0,984,1,3,0,1,3,0,126
1800,55,1,1,2,0,1,4,0,1096,1,3,0,1,3,0,60
1200,25,3,1,0,0,2,0,0,1062,5,2,0,5,2,0,121
1200,45,2,0,1,3,0,1,0,1083,2,2,0,2,2,0,62
1800,55,3,0,0,1,0,0,0,1086,1,3,0,1,3,0,56
3000,55,1,0,1,0,2,2,1,828,1,3,0,1,3,0,107
1200,15,2,0,0,2,0,6,0,845,1,2,0,1,2,0,140
600,35,2,0,2,0,1,3,0,503,2,3,0,2,3,0,35
1800,25,1,0,1,3,5,4,0,407,0,4,0,0,4,0,181
2400,55,3,1,0,1,1,6,0,437,1,3,0,1,3,0,69
3000,55,1,0,1,1,1,3,0,512,1,2,0,1,2,0,100
1500,35,4,0,1,0,1,1,0,589,0,0,0,0,0,0,33
2400,55,1,0,1,2,2,2,0,1393,3,0,0,3,0,0,93
600,45,1,0,0,1,2,3,0,1093,0,1,0,0,2,0,17
1800,55,1,1,1,2,1,5,0,914,1,1,0,1,1,0,51
2400,45,1,1,0,0,0,3,0,972,1,4,0,1,4,0,104
300,25,2,0,0,0,1,0,0,785,0,0,0,0,0,0,8
2100,55,1,1,5,0,1,1,0,542,2,1,0,2,1,0,71
2700,35,3,1,3,0,0,3,0,447,3,4,0,3,4,0,197
300,55,2,1,1,0,1,5,0,1208,0,0,0,0,0,0,3
1500,45,2,1,0,1,2,2,0,506,3,4,0,4,4,0,94
1800,25,2,1,0,0,1,4,0,1056,1,4,0,1,4,0,134
2400,15,1,1,1,1,2,5,0,582,0,1,0,0,1,0,179
3000,55,1,0,1,0,1,1,0,572,0,2,0,0,2,0,72
1500,25,3,0,1,2,1,6,0,426,2,1,0,2,1,0,106
900,35,4,0,1,1,0,4,0,368,1,1,0,1,1,0,31
2400,55,1,1,1,3,0,5,1,1021,1,2,0,1,3,0,91
1200,15,4,1,0,1,1,3,0,642,0,2,0,0,3,0,81
2100,55,1,1,0,0,0,2,0,1292,2,1,0,2,1,1,187
2700,35,1,1,0,0,1,0,0,543,0,3,0,0,3,0,106
1200,15,3,1,1,1,1,5,0,1055,2,1,0,2,1,0,129
900,15,3,0,0,0,0,3,0,921,1,2,0,1,2,0,76
1500,15,2,0,0,0,2,2,0,779,2,1,0,3,1,0,174
900,25,2,0,1,0,1,5,0,416,2,4,0,2,4,0,85
2700,25,2,1,0,2,1,4,0,953,3,3,0,3,3,0,281
900,25,4,0,1,1,0,1,0,530,1,4,0,1,4,0,68
1500,25,1,0,1,1,1,6,0,998,0,3,0,0,3,0,104
3000,15,2,1,4,1,0,4,0,450,0,1,0,1,1,0,258
2400,45,2,0,1,0,1,1,0,554,1,2,0,1,2,0,81
2700,15,1,0,1,1,1,3,0,457,1,2,0,1,2,0,330
1500,35,1,0,1,2,0,0,0,378,0,0,0,0,0,0,46
1200,15,1,0,0,2,0,6,0,524,0,2,0,0,2,0,124
2400,45,2,1,1,0,1,3,0,618,1,0,0,1,0,0,59
900,55,5,0,1,0,3,1,0,971,0,4,0,0,4,0,22
900,45,2,1,0,2,0,1,0,509,1,3,0,1,3,0,36
600,45,2,0,1,0,2,4,0,583,0,2,0,0,2,0,16
900,35,1,0,1,0,0,1,0,535,2,4,0,2,4,0,63
1500,15,1,0,0,0,0,3,0,1057,1,4,0,1,4,0,211
2100,25,2,0,1,3,2,3,0,964,0,2,0,0,2,0,145
1500,15,1,1,0,1,1,0,0,765,1,3,0,1,3,0,190
1200,45,4,1,1,2,1,5,0,1151,1,1,0,1,1,0,38
1500,15,3,1,1,0,1,5,0,986,4,2,0,4,2,0,227
2100,15,2,0,0,0,1,3,0,628,0,1,0,0,1,0,119
1500,15,1,0,5,0,0,6,0,457,1,2,0,1,2,0,191
300,35,2,0,1,0,1,5,0,479,1,2,0,1,2,0,11
900,45,1,0,1,1,0,5,0,1143,1,1,0,1,1,0,29
2400,35,1,0,1,4,0,5,0,1087,1,4,0,1,4,0,193
300,45,1,0,0,0,0,2,0,457,2,2,0,2,2,0,11
600,15,3,1,0,2,1,2,0,375,0,1,0,0,1,0,41
2100,45,1,0,1,0,0,6,0,799,2,0,0,2,0,0,65
2400,35,1,0,2,1,1,4,0,1028,1,2,0,1,2,0,129
900,35,2,0,1,0,0,0,0,708,1,2,0,1,1,0,34
1500,25,2,1,0,1,1,4,0,961,1,3,0,1,3,0,104
2400,25,2,0,1,1,1,6,0,824,0,0,0,1,0,0,107
600,35,1,0,0,0,2,4,0,1018,0,3,0,0,3,0,25
1800,35,2,0,0,1,1,5,0,697,2,2,0,2,2,0,101
2400,15,1,0,0,0,1,4,0,1021,1,3,0,1,3,0,300
2700,25,2,1,0,1,3,5,0,404,0,3,0,0,4,0,175
900,45,1,1,1,2,0,1,0,1084,2,2,0,2,2,0,41
1200,45,2,0,1,0,0,3,0,1196,1,0,0,1,0,0,28
600,55,3,0,0,1,1,3,0,975,1,3,0,1,3,0,18
1800,55,1,0,0,0,1,0,0,474,1,4,0,1,4,0,69
900,15,1,0,1,1,1,2,0,358,0,0,0,0,0,0,56
2100,15,4,0,1,0,1,5,0,1046,0,4,0,0,3,0,186
1500,25,3,1,0,1,1,0,0,867,1,2,0,1,2,0,80
1800,55,1,1,1,2,2,2,0,626,1,2,0,1,2,0,61
900,45,2,1,1,1,0,5,0,392,0,3,0,0,3,0,27
2400,25,2,0,2,1,1,4,0,291,2,0,0,2,0,0,163
1200,35,2,0,1,0,1,5,0,514,1,3,0,1,3,0,61
2400,25,2,0,2,1,3,1,0,929,2,1,0,2,1,0,182
900,55,3,1,1,0,0,2,0,1108,3,2,0,3,2,0,30
1500,55,4,0,1,1,1,6,0,793,1,3,0,1,3,0,45
2400,25,2,1,2,2,1,0,0,554,1,4,0,1,4,0,224
300,35,3,0,1,0,0,2,0,812,1,0,0,1,0,0,8
900,25,4,0,1,1,3,3,0,559,1,4,0,1,4,0,72
900,45,1,0,0,0,1,3,0,704,0,1,0,0,1,0,18
900,45,3,0,3,0,1,1,0,145,2,0,0,2,0,0,30
2400,25,4,0,1,2,4,1,0,654,2,3,0,2,2,0,208
600,35,1,0,1,1,0,5,0,357,1,1,0,1,1,0,24
300,45,2,0,0,0,0,1,0,1014,1,3,0,1,3,0,10
2100,55,1,1,2,3,2,0,0,620,3,2,0,3,2,0,107
2400,55,1,1,1,2,0,5,0,487,3,2,0,3,2,0,107
900,15,1,1,3,0,1,1,0,118,2,1,0,2,0,0,94
3000,25,2,0,0,2,0,5,0,625,3,1,0,3,1,0,260
1500,15,1,0,1,2,0,0,0,555,1,4,0,1,4,0,252
1200,25,2,0,1,0,0,4,0,372,1,0,0,0,0,0,43
1200,45,3,0,1,2,4,5,0,648,3,0,0,3,0,0,59
1500,35,2,0,0,2,1,0,0,1158,0,0,0,0,0,0,45
2100,55,1,1,0,1,0,1,0,637,0,0,0,0,0,0,32
3000,15,1,1,0,1,2,2,0,502,0,3,0,0,3,0,319
1500,55,2,1,0,0,0,3,0,466,0,2,0,0,2,0,25
600,25,1,0,1,1,2,6,0,572,0,0,0,0,0,0,23
1800,35,2,0,1,1,0,6,0,747,1,1,0,1,1,0,72
900,55,2,0,0,0,1,0,0,848,1,1,0,1,1,0,19
300,45,1,0,0,1,0,5,0,933,3,4,0,3,4,0,17
1500,35,2,1,1,0,2,6,0,859,1,2,0,1,2,0,60
2700,15,2,0,0,1,1,1,0,585,2,0,0,2,0,0,281
1800,55,2,0,1,0,2,5,0,957,1,0,0,1,0,0,37
2700,55,9,1,0,2,0,1,0,539,0,4,0,0,4,0,49
1200,45,1,1,0,1,3,2,0,948,2,3,0,2,3,0,61
1500,35,1,1,0,2,1,0,0,602,0,0,0,0,0,0,44
900,25,2,1,1,0,1,3,0,1113,1,1,0,1,1,0,39
300,35,1,1,1,0,0,5,0,874,2,0,0,2,0,0,10
900,15,1,1,3,0,0,6,0,407,3,4,0,3,4,0,168
2100,55,1,0,1,0,3,0,0,766,0,4,0,0,4,0,74
2400,55,3,0,1,1,1,6,0,524,0,2,0,0,1,0,46
2400,55,2,0,0,0,0,0,0,846,2,1,0,2,1,0,64
900,55,2,0,0,1,0,2,0,552,1,3,0,1,3,0,30
300,45,1,1,1,0,1,2,0,944,0,3,0,0,3,0,8
2100,45,2,0,1,0,1,6,0,761,0,1,0,0,1,0,42
1200,35,2,1,1,1,1,2,0,1133,0,1,0,0,1,0,32
1200,25,3,1,0,1,0,5,0,1138,0,0,0,0,0,0,40
600,25,4,0,1,0,0,1,0,990,2,4,0,2,4,0,49
2400,45,4,1,1,0,3,1,0,1010,1,2,0,1,2,0,63
600,55,1,1,2,0,1,3,0,375,1,0,0,1,0,0,12
2100,55,1,1,1,0,0,1,0,686,0,2,0,0,2,0,44
3000,55,2,1,1,0,2,2,0,1120,2,2,0,2,2,0,96
300,15,3,1,0,0,1,3,0,547,0,4,0,0,4,0,26
1500,25,2,1,1,1,0,0,0,565,1,1,0,1,1,0,74
1800,45,6,0,0,1,0,0,0,128,3,0,0,3,0,0,74
1800,45,2,0,0,3,2,6,0,738,2,0,0,2,0,0,77
2700,35,2,1,1,1,0,5,0,339,0,0,0,0,0,0,70
2100,55,2,1,1,1,1,3,0,973,0,3,0,0,3,0,57
900,55,1,1,1,1,1,5,0,487,0,2,0,0,1,0,19
2400,15,1,1,1,1,0,1,0,725,1,1,0,1,1,0,223
600,45,4,0,1,1,2,4,0,589,0,3,0,0,3,0,18
2100,15,2,1,2,1,1,6,0,1121,0,0,0,0,1,0,142
2100,55,1,0,0,0,0,1,0,925,0,3,0,0,3,0,57
1200,35,2,0,1,0,1,1,0,755,2,0,0,2,0,0,49
2400,15,2,1,1,0,1,1,0,512,1,2,0,1,2,0,223
1500,25,1,0,1,0,2,6,0,828,1,2,0,1,2,0,100
3000,55,1,0,0,4,1,1,1,1407,1,2,0,1,2,0,124
3000,45,2,1,0,3,1,3,0,867,0,4,0,0,4,0,135
2100,35,2,0,2,2,0,1,0,763,1,2,0,1,1,0,104
3000,25,2,0,0,1,0,4,0,967,2,3,0,2,3,0,264
2700,25,3,0,0,2,4,2,0,484,0,2,0,0,2,0,154
2400,35,1,1,1,1,0,4,0,496,2,3,0,2,3,0,154
900,25,1,0,1,2,2,2,0,871,0,2,0,0,2,0,60
900,55,1,1,1,0,2,3,0,995,1,2,0,1,2,0,25
2400,55,3,0,1,0,2,2,0,1036,1,4,0,1,4,0,84
900,45,2,0,2,1,3,1,0,731,0,0,0,0,0,0,20
2100,45,1,1,1,2,1,5,0,993,1,2,0,1,1,0,79
1200,25,6,0,2,0,0,6,0,744,2,0,0,2,0,0,70
1200,45,2,1,2,2,1,2,0,1206,1,0,0,1,0,0,40
2100,45,1,1,0,1,5,4,0,1045,1,4,0,1,4,0,105
600,55,2,1,2,0,2,6,0,848,1,2,0,1,3,0,16
2100,25,2,0,1,1,2,2,0,541,0,1,0,0,1,0,94
300,15,6,1,1,0,0,3,0,980,0,2,0,0,2,0,14
2700,35,2,0,1,1,0,1,0,1054,0,3,0,0,3,0,122
1200,25,1,0,0,0,0,3,0,1089,3,3,0,3,3,0,118
2100,45,4,0,0,0,0,6,0,1144,1,0,0,1,0,0,46
2400,15,2,0,1,0,3,2,0,890,1,2,0,1,2,0,257
2100,55,1,0,1,0,1,3,0,1029,1,1,0,1,1,0,53
900,45,2,1,0,2,0,4,0,707,1,0,0,1,0,0,26
2100,45,2,0,1,0,3,6,0,368,1,0,0,1,0,0,54
2400,55,2,1,0,2,1,0,0,1292,1,1,0,1,0,0,59
600,45,2,0,2,0,0,6,0,698,1,2,0,1,2,0,20
2100,15,3,0,2,2,1,4,0,672,1,0,0,1,0,0,214
2100,35,2,0,1,2,0,3,0,1036,1,3,0,1,3,0,124
2400,15,1,1,0,1,1,6,0,697,1,2,0,1,2,0,261
900,35,2,1,1,0,0,1,0,1307,1,0,0,1,1,0,27
600,25,1,0,0,2,2,0,0,990,1,1,0,1,1,0,40
2400,25,2,0,1,1,0,2,0,1081,0,4,0,0,4,0,179
2100,25,1,0,0,1,0,2,0,479,0,2,0,0,2,0,117
2100,45,2,0,1,1,1,5,0,686,1,2,0,1,2,0,77
3000,55,1,0,0,0,1,6,0,934,0,2,0,1,2,0,78
3000,25,1,1,1,0,1,1,0,931,1,3,0,1,3,0,214
2400,15,2,1,8,0,0,6,0,499,0,2,0,0,2,0,239
2400,25,3,0,1,0,0,5,0,520,0,1,0,0,1,0,72
2700,35,1,1,0,0,1,0,0,1002,1,2,0,1,2,0,111
2400,35,2,0,2,1,1,0,0,909,1,2,0,1,2,0,120
2700,45,1,0,2,0,0,5,0,1335,1,0,0,1,0,0,68
1200,55,3,0,4,0,0,0,0,810,2,1,0,2,1,0,33
600,25,2,1,2,0,1,4,0,579,0,4,0,0,4,0,39
1800,15,4,1,0,2,0,3,0,1001,0,2,0,0,2,0,121
1200,45,1,1,3,1,1,1,0,835,1,2,0,1,2,0,48
3000,35,3,1,0,3,0,5,0,974,0,4,0,0,4,0,159
2100,15,1,1,0,1,1,0,0,594,0,2,0,0,2,0,180
300,55,1,0,1,0,1,0,0,729,2,0,0,2,0,0,6
300,55,1,0,1,0,1,2,0,601,3,1,0,3,1,0,9
1200,35,1,1,1,3,0,6,0,701,2,0,0,2,0,0,65
600,35,1,0,0,2,0,5,0,408,0,4,0,0,4,0,34
300,55,1,0,1,0,1,4,0,440,0,3,0,0,3,0,7
600,15,1,0,1,0,0,6,0,867,1,1,0,1,1,0,54
1800,55,2,0,0,1,0,5,0,685,0,2,0,0,2,0,40
1500,15,1,0,1,2,0,4,1,451,3,2,0,3,2,0,265
900,25,1,0,1,2,1,1,0,323,2,0,0,2,0,0,63
2100,15,2,0,1,0,0,2,0,510,1,1,0,1,1,0,171
1200,45,1,0,2,2,0,3,0,873,5,2,0,5,2,0,90
1800,15,3,1,1,0,0,2,0,582,1,2,0,1,2,0,145
3000,55,2,1,1,2,0,5,0,406,1,3,0,1,3,0,107
1200,55,2,0,0,1,0,6,0,452,0,2,0,0,2,0,26
2100,15,3,1,1,1,1,2,0,1220,2,0,0,2,0,0,228
300,45,3,0,0,1,1,5,0,415,2,3,0,2,3,0,12
2700,45,2,0,1,1,0,4,0,938,0,2,0,0,2,0,78
900,35,4,1,0,1,1,2,0,492,3,2,0,3,2,0,47
1200,45,4,1,1,1,1,1,0,945,3,3,0,3,3,0,59
300,25,1,1,1,0,0,2,0,1125,3,0,0,3,1,0,20
2400,35,2,1,0,0,0,5,0,510,1,3,0,1,3,0,105
2400,15,2,1,1,0,0,4,0,1005,3,2,0,3,2,0,327
2700,45,1,1,0,3,0,5,0,422,0,2,0,0,2,0,94
2700,25,2,0,1,1,0,5,0,781,0,2,0,0,2,0,143
1800,25,2,0,1,0,0,5,0,950,0,2,0,0,2,0,83
1500,25,5,0,1,1,1,1,0,636,1,3,0,1,3,0,92
3000,25,5,0,0,2,0,2,0,683,2,3,0,2,3,0,235
1200,55,2,0,4,0,2,2,0,507,2,3,0,2,3,0,49
1200,15,1,1,1,2,3,5,0,430,0,3,0,0,3,0,148
3000,45,3,0,0,0,1,2,0,781,1,2,0,1,2,0,88
3000,55,1,1,0,3,0,3,0,898,0,4,0,0,4,0,116
3000,25,1,1,1,0,0,0,0,402,1,3,0,1,3,0,210
2400,45,2,0,1,0,0,5,0,334,0,1,0,0,1,0,47
300,35,1,1,1,0,1,1,0,919,1,2,0,1,2,0,11
2100,25,2,1,2,1,0,2,0,929,2,1,0,2,1,0,139
600,55,2,1,0,0,1,0,0,979,2,4,0,2,4,0,22
3000,35,2,1,1,1,0,2,0,872,0,1,0,0,0,0,78
1500,45,1,1,3,0,0,3,0,443,2,4,0,2,4,0,81
1800,25,2,1,1,2,2,5,0,955,0,2,0,0,2,0,102
1200,45,1,1,0,1,2,4,0,875,0,2,0,0,2,0,35
1500,35,2,0,0,1,0,0,0,696,1,1,0,1,1,0,56
2400,15,1,0,3,1,2,4,0,489,1,4,0,1,4,0,409
1800,15,1,1,0,0,2,3,0,1109,2,2,0,2,1,0,202
300,45,2,1,1,0,0,5,0,598,0,3,0,0,3,0,7
1200,55,1,0,1,0,0,3,0,662,2,1,0,2,1,0,35
1200,25,1,1,0,0,0,6,0,847,1,1,0,1,1,0,54
1800,25,1,0,1,0,0,1,0,294,0,0,0,0,0,0,54
3000,45,1,1,1,2,1,1,0,1002,0,4,0,0,4,0,137
300,55,2,1,1,0,0,1,0,538,1,3,0,1,3,0,7
2400,35,3,0,0,0,0,6,0,451,1,2,0,1,2,0,87
3000,25,1,1,2,1,0,0,0,640,1,2,0,1,3,0,222
1200,25,3,0,2,0,0,2,0,1063,2,3,0,2,3,0,96
2400,45,5,0,2,3,1,0,0,675,1,1,0,1,1,0,90
1200,55,2,0,2,0,0,1,0,596,2,1,0,2,1,0,33
3000,15,1,1,0,0,2,3,0,919,1,0,0,1,0,0,217
900,35,2,0,0,1,1,3,0,1333,1,2,0,1,2,0,40
900,25,4,0,1,2,1,2,0,286,1,0,0,1,0,0,51
2700,55,1,0,1,1,1,0,0,710,0,1,0,0,1,0,59
900,55,4,0,0,0,1,6,0,756,0,1,0,0,1,0,11
2700,15,3,0,3,2,3,0,0,415,1,1,0,1,1,0,300
2700,45,2,1,1,0,0,6,0,407,1,3,0,1,3,0,96
2400,35,2,1,0,0,1,3,0,432,0,3,0,0,3,0,85
900,35,1,1,1,1,1,2,0,612,1,2,0,1,2,0,42
600,55,1,1,1,1,2,5,0,573,0,4,0,0,4,0,19
1500,35,2,1,1,0,1,0,0,924,0,3,0,0,3,0,56
3000,15,4,1,1,0,0,1,0,1049,4,4,0,5,4,0,564
2100,55,2,1,1,0,2,6,0,402,0,4,0,0,4,0,62
1800,55,1,1,2,0,0,1,0,1056,2,3,0,2,3,0,70
1200,15,3,1,0,0,1,5,0,1027,1,2,0,1,2,0,94
2400,25,2,1,0,0,0,6,0,652,0,3,0,1,3,0,133
1800,55,2,1,0,1,3,4,0,491,0,1,0,0,1,0,30
1800,15,1,1,0,0,2,3,0,951,1,1,0,1,1,0,145
1800,35,2,1,1,1,0,3,0,610,3,1,0,3,1,0,99
900,55,2,0,2,1,1,5,0,475,0,2,0,0,2,0,23
600,35,5,0,1,1,1,2,0,1165,0,0,0,0,0,0,15
2700,35,5,0,5,0,1,2,0,993,0,3,0,0,3,0,101
1200,25,1,1,1,0,1,1,0,486,1,2,0,1,2,0,72
1200,25,1,0,1,0,1,5,0,495,1,2,0,1,2,0,78
2100,15,2,0,1,0,0,3,0,592,2,2,0,2,2,0,257
300,55,2,0,1,0,1,3,0,383,1,0,0,1,0,0,4
900,35,3,0,0,1,1,3,0,805,2,1,0,2,1,0,39
2700,25,2,0,1,2,1,2,0,1047,0,2,0,0,2,0,164
2700,55,4,0,0,1,0,1,0,1235,2,1,0,2,1,0,74
1500,45,1,1,0,1,1,3,0,330,0,3,0,0,3,1,160
2400,55,2,0,0,4,0,4,0,1104,2,4,0,3,4,0,135
1800,45,1,0,2,0,2,0,0,610,2,2,0,2,2,0,83
300,35,2,1,1,0,1,0,0,524,1,2,0,1,1,0,9
900,35,2,0,1,0,3,2,0,1110,4,1,0,4,1,0,58
1500,35,2,1,0,0,4,1,0,341,0,1,0,0,1,0,34
2700,45,2,0,0,1,0,2,0,750,1,2,0,1,3,0,102
3000,45,2,1,1,1,1,4,0,504,1,3,0,1,3,0,121
1500,35,4,1,0,3,2,4,0,1080,0,2,0,0,3,0,59
900,15,1,1,0,0,2,1,0,427,1,1,0,1,1,0,72
300,55,2,1,1,0,1,6,0,747,0,1,0,0,1,0,3
1200,35,2,1,1,0,0,0,0,762,0,2,0,0,2,0,34
1800,25,1,1,2,0,0,6,0,759,0,2,0,0,2,0,88
3000,45,2,1,4,1,1,3,0,985,0,1,0,0,1,0,76
2100,45,3,1,0,3,2,2,0,560,2,0,0,2,0,0,88
1200,55,2,0,1,0,3,4,0,936,1,3,0,1,3,0,38
1500,25,1,0,1,1,0,4,1,863,0,1,0,0,1,0,70
1500,55,2,1,1,2,1,4,0,415,0,2,0,0,2,0,36
2100,45,2,1,0,0,2,3,0,988,0,3,0,0,3,0,58
300,55,1,1,1,0,1,0,0,636,0,1,0,0,1,0,4
1800,55,1,1,0,2,0,4,0,622,0,2,0,0,2,0,46
1500,15,1,1,0,2,1,6,0,788,0,0,0,0,0,0,105
1800,45,5,1,4,0,1,3,0,487,0,3,0,0,3,0,44
2100,55,4,1,1,0,0,1,0,504,1,1,0,1,1,0,41
1200,35,2,1,1,1,1,2,0,647,0,1,0,0,1,0,32
2400,15,2,0,1,0,3,2,0,1088,1,3,0,1,3,0,300
900,35,2,0,3,0,1,0,0,465,0,1,0,0,1,0,26
300,35,2,1,0,1,0,4,0,607,2,1,0,2,1,0,11
900,45,2,0,0,1,0,2,0,1111,0,0,0,0,0,0,16
600,25,1,0,2,0,0,2,0,990,0,4,0,0,4,0,44
1200,55,1,1,0,1,0,2,0,440,2,2,0,2,2,0,39
300,55,2,0,0,0,1,1,0,970,1,3,0,1,2,0,7
2700,25,1,0,1,0,2,1,0,885,2,2,0,2,2,0,219
3000,55,1,0,1,1,0,5,0,927,0,1,0,0,1,0,65
3000,55,1,0,2,1,2,4,0,926,0,0,0,0,0,0,57
1200,25,1,0,1,0,0,1,0,393,0,1,0,0,1,0,48
600,15,1,0,1,0,0,4,0,984,0,1,0,0,0,0,35
2100,35,2,1,0,1,3,1,0,480,1,4,0,1,3,0,116
2700,55,2,0,0,1,1,3,0,829,0,1,0,0,1,0,49
900,25,2,1,2,1,0,3,1,318,1,0,0,1,0,0,46
2400,35,3,0,0,1,2,3,1,668,1,2,0,1,2,0,103
1500,25,2,1,2,1,0,6,0,577,2,0,0,2,0,0,98
1200,35,3,1,1,1,1,4,0,883,0,0,0,0,0,0,32
2400,35,4,0,0,0,0,3,0,1412,1,1,0,1,1,0,69
900,35,1,1,0,2,2,6,0,392,0,2,0,0,2,0,37
2100,25,2,1,1,2,1,2,0,497,2,3,0,2,3,0,196
1500,55,3,0,4,1,2,3,0,969,1,3,0,1,4,0,58
900,15,1,0,0,1,1,3,0,956,1,2,0,1,2,0,104
600,25,4,0,2,0,0,2,0,972,0,3,0,0,3,0,28
300,25,1,1,1,0,0,0,0,737,1,2,0,1,3,0,19
300,15,3,0,0,1,1,1,0,634,1,2,0,1,2,0,28
900,45,4,0,3,0,1,1,0,1132,0,0,0,0,0,0,17
300,25,1,1,0,0,1,0,0,716,1,3,0,1,3,0,20
2400,55,1,1,1,2,4,2,0,678,1,1,0,1,1,0,72
300,45,1,1,1,0,0,5,0,961,0,2,0,0,2,0,6
2100,25,3,1,2,1,1,3,0,876,0,2,0,0,2,0,96
1800,15,2,1,0,1,1,4,0,957,0,3,0,0,3,0,170
2400,15,3,0,0,0,1,1,0,800,1,1,0,1,1,0,170
2400,45,2,1,1,1,0,3,0,307,5,0,0,5,0,0,138
1200,45,3,1,1,0,0,2,0,421,0,2,0,0,2,0,23
3000,55,2,1,0,0,1,1,0,1077,0,3,0,0,3,0,68
600,45,2,1,1,0,1,3,0,960,0,3,0,0,3,0,17
900,55,1,1,0,1,1,5,0,748,0,2,0,0,2,0,20
2400,15,3,0,0,2,2,5,0,1077,1,3,0,1,3,0,317
900,25,2,0,0,2,1,2,0,458,1,3,0,1,3,0,73
900,55,2,1,1,1,1,5,0,1097,0,3,0,0,3,0,24
900,45,1,1,1,0,1,1,0,570,2,1,0,2,1,0,30
300,15,1,0,1,0,1,6,0,535,0,2,0,0,2,0,25
3000,35,1,1,0,2,0,6,0,654,3,0,0,4,0,0,188
3000,45,1,0,0,2,3,0,0,650,0,1,0,0,1,0,92
3000,15,3,0,0,1,0,0,0,784,2,2,0,2,2,0,361
